8.7, -1.6, -56.0, -63.0
8.7, 3.37, -83.0, +96.0
8.7, -6.62, -76.0, -199.0
8.7, -1.6, -57.0, -75.0
3.7, -1.6, 75.0, -32.0
13.7, -1.6, -232.0, -78.0
