-28.0, -56.0, -1.0, -3.0
-33.0, -56.0, -45.0, 199.0
-28.0, -56.0, -11.0, 48.0
-23.0, -56.0, 0.0, -115.0
-28.0, -51.0, 149.0, 62.0
-28.0, -61.0, -167.0, -3.0
